genus_1,genus_2,genus_1_normalized,genus_2_normalized,edit_similarity,jaccard_similarity,llm_relationship
long-term debt obligations issued by the US government,the world’s largest stock exchange by market capitalization of its listed companies,long term debt obligations issued by the us government,worlds largest stock exchange by market capitalization of its listed company,0.2105,0.0588,DIFFERENT
long-term debt obligations issued by the US government,the yield,long term debt obligations issued by the us government,yield,0.0556,0.0,DIFFERENT
long-term debt obligations issued by the US government,total book value (assets – liabilities) of a firm,long term debt obligations issued by the us government,total book value assets – liabilities of a firm,0.2222,0.0,DIFFERENT
long-term debt obligations issued by the US government,US government debt obligations,long term debt obligations issued by the us government,us government debt obligation,0.2963,0.3333,B_SUBSUMES_A
long-term debt obligations issued by the US government,very large CDs,long term debt obligations issued by the us government,very large cds,0.1481,0.0,DIFFERENT
long-term debt obligations issued by the US government,when a firm has trouble,long term debt obligations issued by the us government,when a firm has trouble,0.1852,0.0,DIFFERENT
long-term debt obligations issued by the US government,when an issuer fails to make scheduled interest or principal payments,long term debt obligations issued by the us government,when an issuer fails to make scheduled interest or principal payment,0.25,0.0,DIFFERENT
market,market for longer-term financial instruments,market,market for longer term financial instrument,0.1395,0.2,A_SUBSUMES_B
market,markets,market,market,1.0,1.0,EQUIVALENT
market,measures,market,measure,0.2857,0.0,DIFFERENT
market,members of the labor force,market,members of the labor force,0.1154,0.0,DIFFERENT
market,method of accounting,market,method of accounting,0.15,0.0,DIFFERENT
market,metrics,market,metric,0.1667,0.0,DIFFERENT
market,minimum balance of cash,market,minimum balance of cash,0.1304,0.0,DIFFERENT
market,monetary legal settlements,market,monetary legal settlement,0.2,0.0,DIFFERENT
market,numbers,market,number,0.1667,0.0,DIFFERENT
market,numerical values taken from financial statements,market,numerical values taken from financial statement,0.1064,0.0,DIFFERENT
market,one of the three main areas of finance,market,one of the three main areas of finance,0.0789,0.0,DIFFERENT
market,operating cash,market,operating cash,0.0714,0.0,DIFFERENT
market,paired data,market,paired data,0.2727,0.0,DIFFERENT
market,part of Securities and Exchange Commission (SEC) Rule 415,market,part of securities and exchange commission sec rule 415,0.0727,0.0,DIFFERENT
market,portion of the net worth (equity),market,portion of the net worth equity,0.0968,0.0,DIFFERENT
market,position,market,position,0.0,0.0,DIFFERENT
market,principle,market,principle,0.0,0.0,DIFFERENT
market,probable future sacrifice of economic benefits,market,probable future sacrifice of economic benefit,0.0889,0.0,DIFFERENT
market,projects,market,project,0.2857,0.0,DIFFERENT
market,ratio,market,ratio,0.1667,0.0,DIFFERENT
market,ratios,market,ratio,0.1667,0.0,DIFFERENT
market,residual interest,market,residual interest,0.1765,0.0,DIFFERENT
market,risk,market,risk,0.1667,0.0,DIFFERENT
market,seller,market,seller,0.1667,0.0,DIFFERENT
market,shares of ownership in a corporation,market,shares of ownership in a corporation,0.1111,0.0,DIFFERENT
market,short-term debt obligations,market,short term debt obligation,0.1154,0.0,DIFFERENT
market,sources of financing,market,sources of financing,0.1,0.0,DIFFERENT
market,standards,market,standard,0.125,0.0,DIFFERENT
market,state officials,market,state official,0.0714,0.0,DIFFERENT
market,system,market,system,0.1667,0.0,DIFFERENT
market,taking an action,market,taking an action,0.125,0.0,DIFFERENT
market,tangible or intangible resources,market,tangible or intangible resource,0.0968,0.0,DIFFERENT
market,the actual return,market,actual return,0.2308,0.0,DIFFERENT
market,the amount,market,amount,0.1667,0.0,DIFFERENT
market,the amount of money,market,amount of money,0.1333,0.0,DIFFERENT
market,the average of a firm’s debt and equity costs of capital,market,average of a firms debt and equity costs of capital,0.0784,0.0,DIFFERENT
market,the central bank system,market,central bank system,0.1579,0.0,DIFFERENT
market,the central banking system of the United States,market,central banking system of the united state,0.0952,0.0,DIFFERENT
market,the collateral,market,collateral,0.1,0.0,DIFFERENT
market,the compound annual return,market,compound annual return,0.1818,0.0,DIFFERENT
market,the concept,market,concept,0.2857,0.0,DIFFERENT
market,the continual addition of interest,market,continual addition of interest,0.1,0.0,DIFFERENT
market,the current value of a future amount,market,current value of a future amount,0.0938,0.0,DIFFERENT
market,the date,market,date,0.3333,0.0,DIFFERENT
market,the debt,market,debt,0.1667,0.0,DIFFERENT
market,"the development, oversight, and management",market,development oversight and management,0.1111,0.0,DIFFERENT
market,the difference,market,difference,0.1,0.0,DIFFERENT
market,the discount rate,market,discount rate,0.0769,0.0,DIFFERENT
market,the expected return of a security,market,expected return of a security,0.1034,0.0,DIFFERENT
market,the face value of a convertible bond,market,face value of a convertible bond,0.0938,0.0,DIFFERENT
market,the first time,market,first time,0.2,0.0,DIFFERENT
market,the horizontal axis,market,horizontal axis,0.1333,0.0,DIFFERENT
market,the increase in a capital asset’s value,market,increase in a capital assets value,0.0882,0.0,DIFFERENT
market,the interest rate,market,interest rate,0.1538,0.0,DIFFERENT
market,the length of time,market,length of time,0.0714,0.0,DIFFERENT
market,the market,market,market,1.0,1.0,EQUIVALENT
market,the market value,market,market value,0.5,0.5,RELATED
market,the measure,market,measure,0.2857,0.0,DIFFERENT
market,the measure of the spread of data values,market,measure of the spread of data value,0.1429,0.0,DIFFERENT
market,the measure of the volatility of a stock,market,measure of the volatility of a stock,0.1389,0.0,DIFFERENT
market,the merger of a company,market,merger of a company,0.1579,0.0,DIFFERENT
market,the middle value,market,middle value,0.1667,0.0,DIFFERENT
market,the minimum amount of return,market,minimum amount of return,0.1667,0.0,DIFFERENT
market,the minimum return,market,minimum return,0.2143,0.0,DIFFERENT
market,the mix of financing,market,mix of financing,0.125,0.0,DIFFERENT
market,the network of participants and activities,market,network of participants and activity,0.0833,0.0,RELATED
market,the number of days,market,number of day,0.1538,0.0,DIFFERENT
market,the number of shares of common stock,market,number of shares of common stock,0.125,0.0,DIFFERENT
market,the part of the business cycle,market,part of the business cycle,0.1154,0.0,DIFFERENT
market,the percentage increase,market,percentage increase,0.1579,0.0,DIFFERENT
